OBJECTID,building_name,measured_height,building_class,storeys_above_ground,gameobject_name,lat,long
0,,2.6960,,1,CityEngineMaterial_0_m,1.27436,103.845
1,M HOTEL SINGAPORE,109.2380,"business, trade",36,CityEngineMaterial_1_m,1.27371,103.845
2,,3.2490,,1,CityEngineMaterial_2_m,1.27468,103.847
3,BESTWAY BUILDING,27.1390,"schools, education, research",9,CityEngineMaterial_3_m,1.27373,103.848
4,BESTWAY BUILDING,5.8510,,2,CityEngineMaterial_4_m,1.27432,103.847
5,SHENTON WAY BUS TERMINAL,4.6370,,2,CityEngineMaterial_5_m,1.27290,103.847
6,,2.8070,,1,CityEngineMaterial_6_m,1.27328,103.847
7,,3.8420,,1,CityEngineMaterial_7_m,1.27338,103.847
8,AXA TOWER,251.8150,mixed-use development,84,CityEngineMaterial_8_m,1.27571,103.847
9,,6.0140,,2,CityEngineMaterial_9_m,1.27667,103.847
10,,7.9430,,3,CityEngineMaterial_10_m,1.27654,103.846
11,CLERMONT RESIDENCE,62.0900,habitation,21,CityEngineMaterial_11_m,1.27686,103.846
12,,4.3050,,1,CityEngineMaterial_12_m,1.27678,103.846
13,,5.8420,,2,CityEngineMaterial_13_m,1.27736,103.845
14,,5.8520,,2,CityEngineMaterial_14_m,1.27738,103.845
15,,2.8470,,1,CityEngineMaterial_15_m,1.27733,103.845
16,,3.3470,,1,CityEngineMaterial_16_m,1.27734,103.845
17,,3.0040,,1,CityEngineMaterial_17_m,1.27691,103.845
18,,3.7190,,1,CityEngineMaterial_18_m,1.27692,103.845
19,,3.0100,,1,CityEngineMaterial_19_m,1.27692,103.845
20,GOUCO TOWER,2.9760,"business, trade",1,CityEngineMaterial_20_m,1.27704,103.845
21,,3.4920,,1,CityEngineMaterial_21_m,1.27685,103.845
22,,3.2930,,1,CityEngineMaterial_22_m,1.27675,103.845
23,,5.5680,,2,CityEngineMaterial_23_m,1.27670,103.845
24,,5.0940,,2,CityEngineMaterial_24_m,1.27641,103.845
25,,4.1690,,1,CityEngineMaterial_25_m,1.27653,103.845
26,,4.1790,,1,CityEngineMaterial_26_m,1.27660,103.845
27,TANJONG PAGAR CENTRE,5.1900,"business, trade",2,CityEngineMaterial_27_m,1.27664,103.845
28,,12.3590,,4,CityEngineMaterial_28_m,1.27774,103.845
29,,2.5440,,1,CityEngineMaterial_29_m,1.27718,103.846
30,,6.2180,utility,2,CityEngineMaterial_30_m,1.27801,103.845
31,GOUCO TOWER,6.3740,"business, trade",2,CityEngineMaterial_31_m,1.27705,103.845
32,,2.8720,,1,CityEngineMaterial_32_m,1.27673,103.845
33,,6.1290,,2,CityEngineMaterial_33_m,1.27714,103.846
34,,2.5400,,1,CityEngineMaterial_34_m,1.27734,103.845
35,MAXWELL CHAMBERS,24.7580,"business, trade",8,CityEngineMaterial_35_m,1.27728,103.846
36,,5.7960,,2,CityEngineMaterial_36_m,1.27648,103.845
37,,2.9420,,1,CityEngineMaterial_37_m,1.27865,103.855
38,,2.8430,,1,CityEngineMaterial_38_m,1.27783,103.856
39,,4.7010,,2,CityEngineMaterial_39_m,1.27738,103.854
40,,3.8900,,1,CityEngineMaterial_40_m,1.27763,103.855
41,,3.0520,,1,CityEngineMaterial_41_m,1.27749,103.856
42,,2.0100,,1,CityEngineMaterial_42_m,1.27685,103.856
43,,5.2910,,2,CityEngineMaterial_43_m,1.27608,103.856
44,,3.2270,,1,CityEngineMaterial_44_m,1.27532,103.856
45,,7.6640,,3,CityEngineMaterial_45_m,1.27603,103.855
46,,2.5100,,1,CityEngineMaterial_46_m,1.27499,103.855
47,,2.6630,,1,CityEngineMaterial_47_m,1.27524,103.855
48,,2.4300,,1,CityEngineMaterial_48_m,1.27600,103.854
49,,4.4340,,1,CityEngineMaterial_49_m,1.27567,103.854
50,,4.3160,,1,CityEngineMaterial_50_m,1.27692,103.854
51,,0.7930,,0,CityEngineMaterial_51_m,1.27697,103.854
52,,1.1360,,0,CityEngineMaterial_52_m,1.27718,103.854
53,,3.2840,,1,CityEngineMaterial_53_m,1.27728,103.854
54,,6.5540,,2,CityEngineMaterial_54_m,1.27572,103.855
55,,6.9570,,2,CityEngineMaterial_55_m,1.27650,103.854
56,,1.4050,,0,CityEngineMaterial_56_m,1.27482,103.854
57,,6.3060,,2,CityEngineMaterial_57_m,1.27395,103.854
58,,6.2940,,2,CityEngineMaterial_58_m,1.27400,103.854
59,,6.3040,,2,CityEngineMaterial_59_m,1.27397,103.854
60,,6.2810,,2,CityEngineMaterial_60_m,1.27394,103.854
61,,3.2340,,1,CityEngineMaterial_61_m,1.27405,103.854
62,,11.6170,,4,CityEngineMaterial_62_m,1.27400,103.854
63,,2.3180,,1,CityEngineMaterial_63_m,1.27396,103.854
64,,3.0510,,1,CityEngineMaterial_64_m,1.27401,103.854
65,,3.2300,,1,CityEngineMaterial_65_m,1.27444,103.853
66,,2.7610,,1,CityEngineMaterial_66_m,1.27449,103.853
67,,2.2560,,1,CityEngineMaterial_67_m,1.27446,103.853
68,,2.0380,,1,CityEngineMaterial_68_m,1.27446,103.853
69,,1.9280,,1,CityEngineMaterial_69_m,1.27444,103.853
70,,2.6380,,1,CityEngineMaterial_70_m,1.27455,103.853
71,,2.2230,,1,CityEngineMaterial_71_m,1.27456,103.853
72,,2.2670,,1,CityEngineMaterial_72_m,1.27462,103.853
73,,2.7930,,1,CityEngineMaterial_73_m,1.27464,103.853
74,,2.9700,,1,CityEngineMaterial_74_m,1.27465,103.853
75,,3.5890,,1,CityEngineMaterial_75_m,1.27482,103.853
76,,3.0500,,1,CityEngineMaterial_76_m,1.27473,103.853
77,,0.8390,,0,CityEngineMaterial_77_m,1.27486,103.852
78,,1.9850,,1,CityEngineMaterial_78_m,1.27505,103.852
79,,2.6720,,1,CityEngineMaterial_79_m,1.27451,103.852
80,,2.9130,,1,CityEngineMaterial_80_m,1.27444,103.852
81,,2.6930,,1,CityEngineMaterial_81_m,1.27466,103.852
82,,3.1610,,1,CityEngineMaterial_82_m,1.27456,103.852
83,,2.8030,,1,CityEngineMaterial_83_m,1.27490,103.852
84,,2.2540,,1,CityEngineMaterial_84_m,1.27484,103.852
85,,1.5250,,1,CityEngineMaterial_85_m,1.27483,103.852
86,,2.3010,,1,CityEngineMaterial_86_m,1.27455,103.852
87,,2.3880,,1,CityEngineMaterial_87_m,1.27457,103.852
88,,2.5850,,1,CityEngineMaterial_88_m,1.27465,103.851
89,,3.3520,,1,CityEngineMaterial_89_m,1.27471,103.851
90,,3.1590,,1,CityEngineMaterial_90_m,1.27477,103.851
91,,2.5310,,1,CityEngineMaterial_91_m,1.27487,103.851
92,,2.2490,,1,CityEngineMaterial_92_m,1.27490,103.851
93,,2.9770,,1,CityEngineMaterial_93_m,1.27498,103.851
94,,2.4260,,1,CityEngineMaterial_94_m,1.27485,103.851
95,,2.6030,,1,CityEngineMaterial_95_m,1.27497,103.851
96,,3.7340,,1,CityEngineMaterial_96_m,1.27503,103.850
97,,3.1150,,1,CityEngineMaterial_97_m,1.27506,103.850
98,,3.1000,,1,CityEngineMaterial_98_m,1.27509,103.850
99,,2.4660,,1,CityEngineMaterial_99_m,1.27562,103.849
100,,4.1950,,1,CityEngineMaterial_100_m,1.27593,103.850
101,,2.1070,,1,CityEngineMaterial_101_m,1.27590,103.850
102,,0.8720,,0,CityEngineMaterial_102_m,1.27586,103.850
103,,0.6840,,0,CityEngineMaterial_103_m,1.27583,103.850
104,,1.0510,,0,CityEngineMaterial_104_m,1.27593,103.850
105,,1.6210,,1,CityEngineMaterial_105_m,1.27592,103.850
106,,1.3850,,0,CityEngineMaterial_106_m,1.27594,103.850
107,,2.8480,,1,CityEngineMaterial_107_m,1.27594,103.849
108,,3.0210,,1,CityEngineMaterial_108_m,1.27597,103.850
109,,4.0090,,1,CityEngineMaterial_109_m,1.27558,103.850
110,,2.0300,,1,CityEngineMaterial_110_m,1.27581,103.850
111,SINGAPORE CONFERENCE HALL,3.2090,maintainence and waste management,1,CityEngineMaterial_111_m,1.27629,103.849
112,,5.1930,,2,CityEngineMaterial_112_m,1.27663,103.850
113,,1.7010,,1,CityEngineMaterial_113_m,1.27637,103.850
114,,6.7770,,2,CityEngineMaterial_114_m,1.27631,103.851
115,,0.0280,,0,CityEngineMaterial_115_m,1.27620,103.851
116,,3.2710,,1,CityEngineMaterial_116_m,1.27610,103.851
117,,6.1840,,2,CityEngineMaterial_117_m,1.27610,103.850
118,,4.2220,,1,CityEngineMaterial_118_m,1.27709,103.849
119,,2.6920,,1,CityEngineMaterial_119_m,1.27690,103.849
120,,6.7460,,2,CityEngineMaterial_120_m,1.27729,103.850
121,,3.2420,,1,CityEngineMaterial_121_m,1.27723,103.850
122,,3.3710,,1,CityEngineMaterial_122_m,1.27716,103.850
123,,2.4130,,1,CityEngineMaterial_123_m,1.27629,103.850
124,,2.3730,,1,CityEngineMaterial_124_m,1.27748,103.852
125,,10.2830,,3,CityEngineMaterial_125_m,1.27783,103.852
126,,4.1800,,1,CityEngineMaterial_126_m,1.27706,103.852
127,,2.4040,,1,CityEngineMaterial_127_m,1.27739,103.852
128,MARINA ONE EAST TOWER,4.3410,,1,CityEngineMaterial_128_m,1.27743,103.852
129,,3.3980,,1,CityEngineMaterial_129_m,1.27774,103.853
130,MARINA ONE WEST TOWER,3.5860,,1,CityEngineMaterial_130_m,1.27801,103.853
131,,6.7240,,2,CityEngineMaterial_131_m,1.27846,103.853
132,,2.9050,,1,CityEngineMaterial_132_m,1.27837,103.853
133,,5.9170,,2,CityEngineMaterial_133_m,1.27833,103.853
134,,5.7350,,2,CityEngineMaterial_134_m,1.27837,103.853
135,,3.1760,,1,CityEngineMaterial_135_m,1.27830,103.853
136,,5.5110,,2,CityEngineMaterial_136_m,1.27826,103.853
137,,3.5990,,1,CityEngineMaterial_137_m,1.27816,103.853
138,,5.7860,,2,CityEngineMaterial_138_m,1.27827,103.853
139,,4.4540,,1,CityEngineMaterial_139_m,1.27838,103.853
140,,3.7940,,1,CityEngineMaterial_140_m,1.27641,103.852
141,,7.2040,,2,CityEngineMaterial_141_m,1.27659,103.853
142,,3.9270,,1,CityEngineMaterial_142_m,1.27678,103.853
143,,3.1870,,1,CityEngineMaterial_143_m,1.27634,103.853
144,,3.3490,,1,CityEngineMaterial_144_m,1.27636,103.853
145,,2.9700,,1,CityEngineMaterial_145_m,1.27644,103.853
146,,3.0250,,1,CityEngineMaterial_146_m,1.27646,103.853
147,MARINA ONE RESIDENCES,2.3590,habitation,1,CityEngineMaterial_147_m,1.27670,103.853
148,,2.8280,,1,CityEngineMaterial_148_m,1.27655,103.853
149,,2.8350,,1,CityEngineMaterial_149_m,1.27661,103.853
150,,3.0390,,1,CityEngineMaterial_150_m,1.27667,103.853
151,,2.8520,,1,CityEngineMaterial_151_m,1.27673,103.853
152,,3.1660,,1,CityEngineMaterial_152_m,1.27679,103.853
153,,5.1490,,2,CityEngineMaterial_153_m,1.27696,103.854
154,,3.4420,,1,CityEngineMaterial_154_m,1.27672,103.854
155,,7.5590,,3,CityEngineMaterial_155_m,1.27689,103.854
156,,3.1110,,1,CityEngineMaterial_156_m,1.27712,103.854
157,,1.8320,,1,CityEngineMaterial_157_m,1.27711,103.854
158,,1.4010,,0,CityEngineMaterial_158_m,1.27762,103.854
159,,1.6760,,1,CityEngineMaterial_159_m,1.27749,103.854
160,MARINA ONE RESIDENCES,1.6070,habitation,1,CityEngineMaterial_160_m,1.27718,103.854
161,,2.3630,,1,CityEngineMaterial_161_m,1.27671,103.853
162,,5.0610,,2,CityEngineMaterial_162_m,1.27784,103.853
163,,3.3390,,1,CityEngineMaterial_163_m,1.27861,103.853
164,,11.4830,,4,CityEngineMaterial_164_m,1.27881,103.853
165,,11.7310,,4,CityEngineMaterial_165_m,1.27801,103.854
166,,3.3140,,1,CityEngineMaterial_166_m,1.27792,103.854
167,,2.4480,,1,CityEngineMaterial_167_m,1.27790,103.854
168,,3.8420,,1,CityEngineMaterial_168_m,1.27807,103.854
169,,2.6540,,1,CityEngineMaterial_169_m,1.27858,103.854
170,,1.8490,,1,CityEngineMaterial_170_m,1.27711,103.854
171,,1.8090,,1,CityEngineMaterial_171_m,1.27786,103.853
172,,3.4090,,1,CityEngineMaterial_172_m,1.27649,103.853
173,,3.4110,,1,CityEngineMaterial_173_m,1.27688,103.852
174,,10.5130,,4,CityEngineMaterial_174_m,1.27391,103.850
175,,4.0130,,1,CityEngineMaterial_175_m,1.27827,103.853
176,,2.2330,,1,CityEngineMaterial_176_m,1.27762,103.853
177,V ON SHENTON,2.4210,,1,CityEngineMaterial_177_m,1.27689,103.849
178,,2.5860,,1,CityEngineMaterial_178_m,1.27425,103.854
179,,2.4520,,1,CityEngineMaterial_179_m,1.27690,103.853
180,LAU PA SAT,6.6320,,2,CityEngineMaterial_180_m,1.28023,103.850
181,LAU PA SAT,31.1110,"business, trade",10,CityEngineMaterial_181_m,1.28060,103.850
182,LAU PA SAT,6.6400,utility,2,CityEngineMaterial_182_m,1.28047,103.850
183,,18.7700,,6,CityEngineMaterial_183_m,1.27957,103.851
184,,2.8980,,1,CityEngineMaterial_184_m,1.27970,103.852
185,,5.0100,,2,CityEngineMaterial_185_m,1.27977,103.851
186,,6.1310,,2,CityEngineMaterial_186_m,1.27793,103.850
187,,2.0110,,1,CityEngineMaterial_187_m,1.27806,103.850
188,,2.1320,,1,CityEngineMaterial_188_m,1.27713,103.847
189,THE OCTAGON,105.6280,"business, trade",35,CityEngineMaterial_189_m,1.28056,103.849
190,TONG ENG BUILDING,103.2120,"business, trade",34,CityEngineMaterial_190_m,1.28098,103.849
191,,2.9920,,1,CityEngineMaterial_191_m,1.28002,103.849
192,,10.3680,,3,CityEngineMaterial_192_m,1.28191,103.849
193,TELOK AYER PERFORMING ARTS CENTRE,3.5090,maintainence and waste management,1,CityEngineMaterial_193_m,1.27881,103.848
194,,8.1970,,3,CityEngineMaterial_194_m,1.27779,103.847
195,,3.8750,,1,CityEngineMaterial_195_m,1.28025,103.846
196,NAGORE DARGAH INDIAN MUSLIM HERITAGE CENTRE,13.9600,habitation,5,CityEngineMaterial_196_m,1.28146,103.848
197,,2.3160,,1,CityEngineMaterial_197_m,1.28118,103.848
198,,6.2230,,2,CityEngineMaterial_198_m,1.28080,103.848
199,,4.2750,,1,CityEngineMaterial_199_m,1.28090,103.847
200,,5.1970,,2,CityEngineMaterial_200_m,1.28075,103.846
201,,5.4710,,2,CityEngineMaterial_201_m,1.28072,103.845
202,,7.4220,,2,CityEngineMaterial_202_m,1.28286,103.846
203,,7.6670,,3,CityEngineMaterial_203_m,1.28276,103.846
204,,3.1610,,1,CityEngineMaterial_204_m,1.28238,103.846
205,EMERALD GARDEN,43.3680,habitation,14,CityEngineMaterial_205_m,1.28177,103.847
206,,7.1480,,2,CityEngineMaterial_206_m,1.28173,103.846
207,,4.6340,,2,CityEngineMaterial_207_m,1.28182,103.847
208,,4.1800,,1,CityEngineMaterial_208_m,1.28394,103.848
209,,3.8890,,1,CityEngineMaterial_209_m,1.28391,103.848
210,,3.6870,,1,CityEngineMaterial_210_m,1.28402,103.849
211,OAC BUILDING,61.1120,"business, trade",20,CityEngineMaterial_211_m,1.27381,103.843
212,ANSON HOUSE,98.0420,"business, trade",33,CityEngineMaterial_212_m,1.27393,103.844
213,,5.4600,,2,CityEngineMaterial_213_m,1.27367,103.856
214,CHINA SQUARE CENTRAL,80.8470,"business, trade",27,CityEngineMaterial_214_m,1.28354,103.847
215,GREAT EASTERN CENTRE,79.7950,administration,27,CityEngineMaterial_215_m,1.28482,103.848
216,NANKIN ROW,19.5010,,7,CityEngineMaterial_216_m,1.28451,103.847
217,FAR EAST SQUARE,25.0620,"business, trade",8,CityEngineMaterial_217_m,1.28293,103.848
218,THIAN HOCK KENG,14.0300,religion,5,CityEngineMaterial_218_m,1.28111,103.848
219,,14.1060,,5,CityEngineMaterial_219_m,1.28079,103.847
220,KEPPEL TOWERS,137.3110,"business, trade",46,CityEngineMaterial_220_m,1.27440,103.842
221,AMARA SINGAPORE,80.5730,mixed-use development,27,CityEngineMaterial_221_m,1.27492,103.844
222,SKY TOWER / SKY PLAZA,142.4590,"business, trade",47,CityEngineMaterial_222_m,1.27380,103.842
223,FUJI XEROX TOWERS,159.5020,"business, trade",53,CityEngineMaterial_223_m,1.27318,103.844
224,76 SHENTON,158.1680,"business, trade",53,CityEngineMaterial_224_m,1.27341,103.846
225,,150.6720,"business, trade",50,CityEngineMaterial_225_m,1.27314,103.845
226,,111.4590,,37,CityEngineMaterial_226_m,1.27414,103.846
227,LUMIERE,171.6630,habitation,57,CityEngineMaterial_227_m,1.27426,103.846
228,ANSON CENTRE,62.8840,"schools, education, research",21,CityEngineMaterial_228_m,1.27449,103.846
229,SPRINGLEAF TOWER,173.2130,"business, trade",58,CityEngineMaterial_229_m,1.27508,103.846
230,MAS BUILDING,138.1520,mixed-use development,46,CityEngineMaterial_230_m,1.27475,103.847
231,JIT POH BUILDING,46.8960,"business, trade",16,CityEngineMaterial_231_m,1.27298,103.842
232,GENTING CENTRE,58.3810,"business, trade",19,CityEngineMaterial_232_m,1.27329,103.842
233,ABI PLAZA,63.1260,"business, trade",21,CityEngineMaterial_233_m,1.27314,103.843
234,UNION BUILDING,37.6890,"business, trade",13,CityEngineMaterial_234_m,1.27445,103.844
235,LIAN HUAT BUILDING,43.1990,"business, trade",14,CityEngineMaterial_235_m,1.27472,103.844
236,,244.6140,,82,CityEngineMaterial_236_m,1.27450,103.844
237,ALTEZ,245.8520,habitation,82,CityEngineMaterial_237_m,1.27462,103.845
238,MAPLETREE ANSON,115.9920,"business, trade",39,CityEngineMaterial_238_m,1.27481,103.845
239,ICON,164.7640,,55,CityEngineMaterial_239_m,1.27526,103.845
240,SENG WONG BEO,11.0570,,4,CityEngineMaterial_240_m,1.27571,103.845
241,INTERNATIONAL PLAZA,192.7820,mixed-use development,64,CityEngineMaterial_241_m,1.27589,103.846
242,TWENTY ANSON,107.2110,"business, trade",36,CityEngineMaterial_242_m,1.27537,103.846
243,CITY SOUTH TELEPHONE EXCHANGE,37.5250,,13,CityEngineMaterial_243_m,1.27582,103.845
244,HOCK TECK SEE TEMPLE,6.7400,religion,2,CityEngineMaterial_244_m,1.27347,103.847
245,HOCK TECK SEE TEMPLE,4.1700,,1,CityEngineMaterial_245_m,1.27349,103.847
246,KERAMAT HABIB NOH,12.0740,religion,4,CityEngineMaterial_246_m,1.27279,103.847
247,MASJID HAJI MUHAMMAD SALLEH,19.8470,religion,7,CityEngineMaterial_247_m,1.27284,103.847
248,PALMER HOUSE,23.6120,"business, trade",8,CityEngineMaterial_248_m,1.27316,103.848
249,PALMER HOUSE,4.4340,,1,CityEngineMaterial_249_m,1.27338,103.848
250,MARINA BAY FIRE STATION,39.1360,,13,CityEngineMaterial_250_m,1.27491,103.849
251,MARINA BAY FIRE STATION,4.4550,,1,CityEngineMaterial_251_m,1.27501,103.849
252,RED DOT TRAFFIC,18.3850,"business, trade",6,CityEngineMaterial_252_m,1.27823,103.846
253,SINGAPORE CONFERENCE HALL,29.8800,"business, trade",10,CityEngineMaterial_253_m,1.27619,103.849
254,SINGAPORE CONFERENCE HALL,6.1360,,2,CityEngineMaterial_254_m,1.27618,103.849
255,CPF BUILDING,171.6990,mixed-use development,57,CityEngineMaterial_255_m,1.27699,103.848
256,ROBINSON 77,181.9300,"business, trade",61,CityEngineMaterial_256_m,1.27771,103.848
257,,85.0700,"business, trade",28,CityEngineMaterial_257_m,1.27838,103.849
258,OUE DOWNTOWN,193.5640,"business, trade",65,CityEngineMaterial_258_m,1.27690,103.848
259,OUE DOWNTOWN,150.4410,,50,CityEngineMaterial_259_m,1.27789,103.849
260,THE OGILVY CENTRE,30.3630,,10,CityEngineMaterial_260_m,1.27995,103.850
261,ROBINSON POINT,96.9790,"business, trade",32,CityEngineMaterial_261_m,1.27960,103.850
262,SGX CENTRE 1,172.6080,administration,58,CityEngineMaterial_262_m,1.27967,103.850
263,SGX CENTRE,172.9840,administration,58,CityEngineMaterial_263_m,1.27888,103.850
264,ROBINSON CENTRE,136.7010,"business, trade",46,CityEngineMaterial_264_m,1.27926,103.849
265,AFRO ASIA BUILDING,32.9100,"business, trade",11,CityEngineMaterial_265_m,1.27893,103.849
266,ONE SHENTON,215.0930,,72,CityEngineMaterial_266_m,1.27931,103.851
267,SHENTON HOUSE,109.2280,"business, trade",36,CityEngineMaterial_267_m,1.27858,103.850
268,ASIA SQUARE TOWER 1,230.1830,"business, trade",77,CityEngineMaterial_268_m,1.27896,103.851
269,ASIA SQUARE TOWER 2,222.8720,,74,CityEngineMaterial_269_m,1.27817,103.851
270,CAPITAL TOWER,247.9110,"business, trade",83,CityEngineMaterial_270_m,1.27761,103.848
271,SINGAPORE BUSINESS FEDERATION CENTER (SBF CENTER),98.1750,,33,CityEngineMaterial_271_m,1.27819,103.848
272,GB BUILDING,117.5180,"business, trade",39,CityEngineMaterial_272_m,1.27881,103.848
273,,124.4660,,41,CityEngineMaterial_273_m,1.28016,103.849
274,SIF BUILDING,80.9360,"business, trade",27,CityEngineMaterial_274_m,1.27970,103.849
275,,82.1680,"business, trade",27,CityEngineMaterial_275_m,1.27908,103.849
276,ROBINSON 112,62.0030,"business, trade",21,CityEngineMaterial_276_m,1.27928,103.849
277,FINEXIS BUILDING,53.0070,"business, trade",18,CityEngineMaterial_277_m,1.27950,103.849
278,KECK SENG TOWER,80.3650,"business, trade",27,CityEngineMaterial_278_m,1.28019,103.849
279,CECIL SUITES,60.9400,habitation,20,CityEngineMaterial_279_m,1.27966,103.849
280,TUNG ANN ASSOCIATION BUILDING,51.5540,"business, trade",17,CityEngineMaterial_280_m,1.27926,103.848
281,CECIL SUITES,52.7490,habitation,18,CityEngineMaterial_281_m,1.27945,103.849
282,MYP PLAZA,62.6180,"business, trade",21,CityEngineMaterial_282_m,1.27987,103.849
283,BEA BUILDING,75.6640,"business, trade",25,CityEngineMaterial_283_m,1.28074,103.850
284,ROBINSON SUITES,100.2910,"business, trade",33,CityEngineMaterial_284_m,1.28092,103.850
285,CITY HOUSE,103.3390,administration,34,CityEngineMaterial_285_m,1.28122,103.850
286,TELOK AYER CONSERVATION AREA,17.3570,habitation,6,CityEngineMaterial_286_m,1.28181,103.848
287,TELOK AYER CONSERVATION AREA,16.5370,habitation,6,CityEngineMaterial_287_m,1.28175,103.848
288,TELOK AYER CONSERVATION AREA,16.4930,habitation,5,CityEngineMaterial_288_m,1.28171,103.848
289,TELOK AYER CONSERVATION AREA,16.7200,habitation,6,CityEngineMaterial_289_m,1.28167,103.848
290,TELOK AYER CONSERVATION AREA,16.7210,habitation,6,CityEngineMaterial_290_m,1.28163,103.848
291,TELOK AYER CONSERVATION AREA,12.9260,habitation,4,CityEngineMaterial_291_m,1.28161,103.848
292,TELOK AYER CONSERVATION AREA,12.9080,habitation,4,CityEngineMaterial_292_m,1.28157,103.848
293,TELOK AYER CONSERVATION AREA,12.8870,habitation,4,CityEngineMaterial_293_m,1.28152,103.848
294,TELOK AYER CONSERVATION AREA,10.9110,habitation,4,CityEngineMaterial_294_m,1.28147,103.848
295,RHB BANK BUILDING,66.4120,"business, trade",22,CityEngineMaterial_295_m,1.28136,103.849
296,THE GLOBE,69.2230,"business, trade",23,CityEngineMaterial_296_m,1.28116,103.849
297,,39.6120,,13,CityEngineMaterial_297_m,1.28080,103.848
298,TELOK AYER CONSERVATION AREA,12.0440,habitation,4,CityEngineMaterial_298_m,1.28117,103.848
299,TELOK AYER CONSERVATION AREA,15.3840,habitation,5,CityEngineMaterial_299_m,1.28109,103.848
300,TELOK AYER CONSERVATION AREA,15.8540,habitation,5,CityEngineMaterial_300_m,1.28093,103.848
301,TELOK AYER CONSERVATION AREA,16.5850,habitation,6,CityEngineMaterial_301_m,1.28098,103.848
302,TELOK AYER CONSERVATION AREA,10.4990,habitation,3,CityEngineMaterial_302_m,1.28102,103.848
303,,16.3760,,5,CityEngineMaterial_303_m,1.28114,103.848
304,SICCI BUILDING,17.1230,"business, trade",6,CityEngineMaterial_304_m,1.28108,103.848
305,TELOK AYER CONSERVATION AREA,16.4480,habitation,5,CityEngineMaterial_305_m,1.28140,103.848
306,TELOK AYER CONSERVATION AREA,11.4720,habitation,4,CityEngineMaterial_306_m,1.28137,103.849
307,TELOK AYER CONSERVATION AREA,12.2070,,4,CityEngineMaterial_307_m,1.28136,103.849
308,TELOK AYER CONSERVATION AREA,15.6360,habitation,5,CityEngineMaterial_308_m,1.28131,103.849
309,,12.1270,,4,CityEngineMaterial_309_m,1.28130,103.849
310,TELOK AYER CONSERVATION AREA,16.7660,habitation,6,CityEngineMaterial_310_m,1.28127,103.849
311,EAGLES CENTER,15.8540,"business, trade",5,CityEngineMaterial_311_m,1.28124,103.849
312,CECIL COURT,73.8520,"business, trade",25,CityEngineMaterial_312_m,1.28082,103.849
313,PIL BUILDING,75.1720,"business, trade",25,CityEngineMaterial_313_m,1.28052,103.849
314,WING ON LIFE BLDG,72.8500,"business, trade",24,CityEngineMaterial_314_m,1.28024,103.848
315,FAR EASTERN BANK BUILDING,48.1730,"business, trade",16,CityEngineMaterial_315_m,1.28000,103.848
316,,70.3410,"business, trade",23,CityEngineMaterial_316_m,1.27979,103.848
317,TOKIO MARINE CENTRE,121.9630,"business, trade",41,CityEngineMaterial_317_m,1.27958,103.848
318,TELOK AYER CONSERVATION AREA,15.9540,habitation,5,CityEngineMaterial_318_m,1.28069,103.848
319,TELOK AYER CONSERVATION AREA,13.1300,habitation,4,CityEngineMaterial_319_m,1.28064,103.848
320,TELOK AYER CONSERVATION AREA,13.2030,habitation,4,CityEngineMaterial_320_m,1.28059,103.848
321,TELOK AYER CONSERVATION AREA,13.2010,habitation,4,CityEngineMaterial_321_m,1.28055,103.848
322,TELOK AYER CONSERVATION AREA,14.7420,habitation,5,CityEngineMaterial_322_m,1.28049,103.848
323,TELOK AYER CONSERVATION AREA,12.7360,habitation,4,CityEngineMaterial_323_m,1.28055,103.848
324,TELOK AYER CONSERVATION AREA,12.7790,habitation,4,CityEngineMaterial_324_m,1.28051,103.848
325,TELOK AYER CONSERVATION AREA,12.5160,habitation,4,CityEngineMaterial_325_m,1.28046,103.848
326,TELOK AYER CONSERVATION AREA,12.5120,habitation,4,CityEngineMaterial_326_m,1.28042,103.848
327,,14.9590,habitation,5,CityEngineMaterial_327_m,1.28037,103.848
328,,14.9450,habitation,5,CityEngineMaterial_328_m,1.28032,103.848
329,TELOK AYER CONSERVATION AREA,14.0270,habitation,5,CityEngineMaterial_329_m,1.28027,103.848
330,TELOK AYER CONSERVATION AREA,15.7090,habitation,5,CityEngineMaterial_330_m,1.28022,103.848
331,TELOK AYER CONSERVATION AREA,15.7070,habitation,5,CityEngineMaterial_331_m,1.28017,103.848
332,TELOK AYER CONSERVATION AREA,15.7140,habitation,5,CityEngineMaterial_332_m,1.28013,103.848
333,TELOK AYER CONSERVATION AREA,15.0100,habitation,5,CityEngineMaterial_333_m,1.28008,103.848
334,TELOK AYER CONSERVATION AREA,15.7500,,5,CityEngineMaterial_334_m,1.28004,103.848
335,TELOK AYER CONSERVATION AREA,16.0170,,5,CityEngineMaterial_335_m,1.27999,103.848
336,TELOK AYER CONSERVATION AREA,16.0280,habitation,5,CityEngineMaterial_336_m,1.27994,103.848
337,TELOK AYER CONSERVATION AREA,15.6590,habitation,5,CityEngineMaterial_337_m,1.27990,103.848
338,TELOK AYER CONSERVATION AREA,15.0360,habitation,5,CityEngineMaterial_338_m,1.27985,103.848
339,TELOK AYER CONSERVATION AREA,14.4610,habitation,5,CityEngineMaterial_339_m,1.27980,103.848
340,,12.6470,,4,CityEngineMaterial_340_m,1.27974,103.848
